Province/State;Country/Region;Lat;Long;Date;Confirmed;Deaths;Recovered;Active;WHO Region;NewCases;CaseFatalityRate
Shanxi;China;37.5777;112.292;2020/01/29;27;0;1;26;Western Pacific;-120;0.0000
Sichuan;China;30.6171;102.71;2020/01/29;108;1;1;106;Western Pacific;81;0.0093
Tianjin;China;39.3054;117.323;2020/01/29;27;0;0;27;Western Pacific;-81;0.0000
Xinjiang;China;41.1129;85.2401;2020/01/29;13;0;0;13;Western Pacific;13;0.0000
Yunnan;China;24.974;101.487;2020/01/29;55;0;0;55;Western Pacific;42;0.0000
Anhui;China;31.8257;117.226;2020/01/29;152;0;2;150;Western Pacific;97;0.0000
Beijing;China;40.1824;116.414;2020/01/29;111;1;4;106;Western Pacific;-41;0.0090
Zhejiang;China;29.1832;120.093;2020/01/29;296;0;3;293;Western Pacific;185;0.0000
Fujian;China;26.0789;117.987;2020/01/29;84;0;0;84;Western Pacific;-212;0.0000
Gansu;China;35.7518;104.286;2020/01/29;24;0;0;24;Western Pacific;-60;0.0000
Guangdong;China;23.3417;113.424;2020/01/29;277;0;5;272;Western Pacific;253;0.0000
Guangxi;China;23.8298;108.788;2020/01/29;58;0;2;56;Western Pacific;-219;0.0000
Guizhou;China;26.8154;106.875;2020/01/29;9;0;1;8;Western Pacific;-49;0.0000
Hainan;China;19.1959;109.745;2020/01/29;43;1;0;42;Western Pacific;34;0.0233
Hebei;China;39.549;116.131;2020/01/29;48;1;0;47;Western Pacific;5;0.0208
Ningxia;China;37.2692;106.165;2020/01/29;12;0;0;12;Western Pacific;-36;0.0000
Shandong;China;36.3427;118.15;2020/01/29;130;0;1;129;Western Pacific;118;0.0000
Shanghai;China;31.202;121.449;2020/01/29;96;1;5;90;Western Pacific;-34;0.0104
Shaanxi;China;35.1917;108.87;2020/01/29;56;0;0;56;Western Pacific;-40;0.0000
Qinghai;China;35.7452;95.9956;2020/01/29;6;0;0;6;Western Pacific;-50;0.0000
Heilongjiang;China;47.862;127.761;2020/01/29;38;1;0;37;Western Pacific;32;0.0263
Macau;China;22.1667;113.55;2020/01/29;7;0;0;7;Western Pacific;-31;0.0000
Liaoning;China;41.2956;122.608;2020/01/29;39;0;1;38;Western Pacific;32;0.0000
Jilin;China;43.6661;126.192;2020/01/29;9;0;0;9;Western Pacific;-30;0.0000
Jiangxi;China;27.614;115.722;2020/01/29;109;0;3;106;Western Pacific;100;0.0000
Jiangsu;China;32.9711;119.455;2020/01/29;99;0;1;98;Western Pacific;-10;0.0000
Inner Mongolia;China;44.0935;113.945;2020/01/29;16;0;0;16;Western Pacific;-83;0.0000
Hunan;China;27.6104;111.709;2020/01/29;221;0;0;221;Western Pacific;205;0.0000
Hubei;China;30.9756;112.271;2020/01/29;3554;125;88;3341;Western Pacific;3333;0.0352
Hong Kong;China;22.3;114.2;2020/01/29;10;0;0;10;Western Pacific;-3544;0.0000
Henan;China;37.8957;114.904;2020/01/29;206;2;0;204;Western Pacific;196;0.0097
Qinghai;China;35.7452;95.9956;2020/01/30;8;0;0;8;Western Pacific;-198;0.0000
Shaanxi;China;35.1917;108.87;2020/01/30;63;0;0;63;Western Pacific;55;0.0000
Shandong;China;36.3427;118.15;2020/01/30;158;0;1;157;Western Pacific;95;0.0000
Shanghai;China;31.202;121.449;2020/01/30;112;1;5;106;Western Pacific;-46;0.0089
Shanxi;China;37.5777;112.292;2020/01/30;35;0;1;34;Western Pacific;-77;0.0000
Sichuan;China;30.6171;102.71;2020/01/30;142;1;1;140;Western Pacific;107;0.0070
Tianjin;China;39.3054;117.323;2020/01/30;31;0;0;31;Western Pacific;-111;0.0000
Tibet;China;31.6927;88.0924;2020/01/30;1;0;0;1;Western Pacific;-30;0.0000
Guangxi;China;23.8298;108.788;2020/01/30;78;0;2;76;Western Pacific;77;0.0000
Yunnan;China;24.974;101.487;2020/01/30;70;0;0;70;Western Pacific;-8;0.0000
Zhejiang;China;29.1832;120.093;2020/01/30;428;0;4;424;Western Pacific;358;0.0000
Guizhou;China;26.8154;106.875;2020/01/30;12;0;1;11;Western Pacific;-416;0.0000
Gansu;China;35.7518;104.286;2020/01/30;26;0;0;26;Western Pacific;14;0.0000
Fujian;China;26.0789;117.987;2020/01/30;101;0;0;101;Western Pacific;75;0.0000
Chongqing;China;30.0572;107.874;2020/01/30;182;0;1;181;Western Pacific;81;0.0000
Beijing;China;40.1824;116.414;2020/01/30;114;1;4;109;Western Pacific;-68;0.0088
Hainan;China;19.1959;109.745;2020/01/30;46;1;1;44;Western Pacific;-68;0.0217
Anhui;China;31.8257;117.226;2020/01/30;200;0;2;198;Western Pacific;154;0.0000
Hebei;China;39.549;116.131;2020/01/30;65;1;0;64;Western Pacific;-135;0.0154
Heilongjiang;China;47.862;127.761;2020/01/30;44;2;0;42;Western Pacific;-21;0.0455
Guangdong;China;23.3417;113.424;2020/01/30;354;0;10;344;Western Pacific;310;0.0000
Hong Kong;China;22.3;114.2;2020/01/30;10;0;0;10;Western Pacific;-344;0.0000
Hubei;China;30.9756;112.271;2020/01/30;4903;162;90;4651;Western Pacific;4893;0.0330
Hunan;China;27.6104;111.709;2020/01/30;277;0;2;275;Western Pacific;-4626;0.0000
Inner Mongolia;China;44.0935;113.945;2020/01/30;19;0;0;19;Western Pacific;-258;0.0000
Jiangsu;China;32.9711;119.455;2020/01/30;129;0;1;128;Western Pacific;110;0.0000
Jiangxi;China;27.614;115.722;2020/01/30;162;0;5;157;Western Pacific;33;0.0000
Jilin;China;43.6661;126.192;2020/01/30;14;0;1;13;Western Pacific;-148;0.0000
Liaoning;China;41.2956;122.608;2020/01/30;41;0;1;40;Western Pacific;27;0.0000
Macau;China;22.1667;113.55;2020/01/30;7;0;0;7;Western Pacific;-34;0.0000
Henan;China;37.8957;114.904;2020/01/30;278;2;0;276;Western Pacific;271;0.0072
Ningxia;China;37.2692;106.165;2020/01/30;17;0;0;17;Western Pacific;-261;0.0000
Xinjiang;China;41.1129;85.2401;2020/01/30;14;0;0;14;Western Pacific;-3;0.0000
Guangdong;China;23.3417;113.424;2020/01/30;354;0;10;344;Western Pacific;340;0.0000
Jiangxi;China;27.614;115.722;2020/01/30;162;0;5;157;Western Pacific;-192;0.0000
Heilongjiang;China;47.862;127.761;2020/01/30;44;2;0;42;Western Pacific;-118;0.0455
Jilin;China;43.6661;126.192;2020/01/30;14;0;1;13;Western Pacific;-30;0.0000
Gansu;China;35.7518;104.286;2020/01/30;26;0;0;26;Western Pacific;12;0.0000
Fujian;China;26.0789;117.987;2020/01/30;101;0;0;101;Western Pacific;75;0.0000
Hebei;China;39.549;116.131;2020/01/30;65;1;0;64;Western Pacific;-36;0.0154
Chongqing;China;30.0572;107.874;2020/01/30;182;0;1;181;Western Pacific;117;0.0000
Beijing;China;40.1824;116.414;2020/01/30;114;1;4;109;Western Pacific;-68;0.0088
Anhui;China;31.8257;117.226;2020/01/30;200;0;2;198;Western Pacific;86;0.0000
Ningxia;China;37.2692;106.165;2020/01/30;17;0;0;17;Western Pacific;-183;0.0000
Qinghai;China;35.7452;95.9956;2020/01/30;8;0;0;8;Western Pacific;-9;0.0000
Liaoning;China;41.2956;122.608;2020/01/30;41;0;1;40;Western Pacific;33;0.0000
Macau;China;22.1667;113.55;2020/01/30;7;0;0;7;Western Pacific;-34;0.0000
Hainan;China;19.1959;109.745;2020/01/30;46;1;1;44;Western Pacific;39;0.0217
Hunan;China;27.6104;111.709;2020/01/30;277;0;2;275;Western Pacific;231;0.0000
Guizhou;China;26.8154;106.875;2020/01/30;12;0;1;11;Western Pacific;-265;0.0000
Hubei;China;30.9756;112.271;2020/01/30;4903;162;90;4651;Western Pacific;4891;0.0330
Hong Kong;China;22.3;114.2;2020/01/30;10;0;0;10;Western Pacific;-4893;0.0000
Henan;China;37.8957;114.904;2020/01/30;278;2;0;276;Western Pacific;268;0.0072
Shanghai;China;31.202;121.449;2020/01/30;112;1;5;106;Western Pacific;-166;0.0089
Shanxi;China;37.5777;112.292;2020/01/30;35;0;1;34;Western Pacific;-77;0.0000
Sichuan;China;30.6171;102.71;2020/01/30;142;1;1;140;Western Pacific;107;0.0070
Tianjin;China;39.3054;117.323;2020/01/30;31;0;0;31;Western Pacific;-111;0.0000
Shandong;China;36.3427;118.15;2020/01/30;158;0;1;157;Western Pacific;127;0.0000
Xinjiang;China;41.1129;85.2401;2020/01/30;14;0;0;14;Western Pacific;-144;0.0000
Yunnan;China;24.974;101.487;2020/01/30;70;0;0;70;Western Pacific;56;0.0000
Zhejiang;China;29.1832;120.093;2020/01/30;428;0;4;424;Western Pacific;358;0.0000
Inner Mongolia;China;44.0935;113.945;2020/01/30;19;0;0;19;Western Pacific;-409;0.0000
Shaanxi;China;35.1917;108.87;2020/01/30;63;0;0;63;Western Pacific;44;0.0000
Jiangsu;China;32.9711;119.455;2020/01/30;129;0;1;128;Western Pacific;66;0.0000
Guangxi;China;23.8298;108.788;2020/01/30;78;0;2;76;Western Pacific;-51;0.0000
Tibet;China;31.6927;88.0924;2020/01/30;1;0;0;1;Western Pacific;-77;0.0000
Shandong;China;36.3427;118.15;2020/01/31;184;0;2;182;Western Pacific;183;0.0000
Shaanxi;China;35.1917;108.87;2020/01/31;87;0;0;87;Western Pacific;-97;0.0000
Qinghai;China;35.7452;95.9956;2020/01/31;8;0;0;8;Western Pacific;-79;0.0000
Ningxia;China;37.2692;106.165;2020/01/31;21;0;0;21;Western Pacific;13;0.0000
Macau;China;22.1667;113.55;2020/01/31;7;0;0;7;Western Pacific;-14;0.0000
Liaoning;China;41.2956;122.608;2020/01/31;48;0;1;47;Western Pacific;41;0.0000
Jilin;China;43.6661;126.192;2020/01/31;14;0;1;13;Western Pacific;-34;0.0000
Anhui;China;31.8257;117.226;2020/01/31;237;0;3;234;Western Pacific;223;0.0000
Beijing;China;40.1824;116.414;2020/01/31;139;1;5;133;Western Pacific;-98;0.0072
Fujian;China;26.0789;117.987;2020/01/31;120;0;0;120;Western Pacific;-19;0.0000
Gansu;China;35.7518;104.286;2020/01/31;29;0;0;29;Western Pacific;-91;0.0000
Guangdong;China;23.3417;113.424;2020/01/31;436;0;11;425;Western Pacific;407;0.0000
Guangxi;China;23.8298;108.788;2020/01/31;87;0;2;85;Western Pacific;-349;0.0000
Guizhou;China;26.8154;106.875;2020/01/31;29;0;2;27;Western Pacific;-58;0.0000
Hainan;China;19.1959;109.745;2020/01/31;52;1;1;50;Western Pacific;23;0.0192
Jiangxi;China;27.614;115.722;2020/01/31;240;0;7;233;Western Pacific;188;0.0000
Xinjiang;China;41.1129;85.2401;2020/01/31;17;0;0;17;Western Pacific;-223;0.0000
Jiangsu;China;32.9711;119.455;2020/01/31;168;0;5;163;Western Pacific;151;0.0000
Inner Mongolia;China;44.0935;113.945;2020/01/31;20;0;1;19;Western Pacific;-148;0.0000
Hunan;China;27.6104;111.709;2020/01/31;332;0;2;330;Western Pacific;312;0.0000
Hubei;China;30.9756;112.271;2020/01/31;5806;204;141;5461;Western Pacific;5474;0.0351
Hong Kong;China;22.3;114.2;2020/01/31;12;0;0;12;Western Pacific;-5794;0.0000
Henan;China;37.8957;114.904;2020/01/31;352;2;0;350;Western Pacific;340;0.0057
Heilongjiang;China;47.862;127.761;2020/01/31;59;2;0;57;Western Pacific;-293;0.0339
Hebei;China;39.549;116.131;2020/01/31;82;1;0;81;Western Pacific;23;0.0122
Chongqing;China;30.0572;107.874;2020/01/31;211;0;1;210;Western Pacific;129;0.0000
Zhejiang;China;29.1832;120.093;2020/01/31;538;0;14;524;Western Pacific;327;0.0000
Yunnan;China;24.974;101.487;2020/01/31;83;0;1;82;Western Pacific;-455;0.0000
Tibet;China;31.6927;88.0924;2020/01/31;1;0;0;1;Western Pacific;-82;0.0000
Tianjin;China;39.3054;117.323;2020/01/31;32;0;0;32;Western Pacific;31;0.0000
Sichuan;China;30.6171;102.71;2020/01/31;177;1;1;175;Western Pacific;145;0.0056
Shanxi;China;37.5777;112.292;2020/01/31;39;0;1;38;Western Pacific;-138;0.0000
Shanghai;China;31.202;121.449;2020/01/31;135;1;9;125;Western Pacific;96;0.0074
Hubei;China;30.9756;112.271;2020/01/31;5806;204;141;5461;Western Pacific;5671;0.0351
Anhui;China;31.8257;117.226;2020/01/31;237;0;3;234;Western Pacific;-5569;0.0000
Beijing;China;40.1824;116.414;2020/01/31;139;1;5;133;Western Pacific;-98;0.0072
Chongqing;China;30.0572;107.874;2020/01/31;211;0;1;210;Western Pacific;72;0.0000
Fujian;China;26.0789;117.987;2020/01/31;120;0;0;120;Western Pacific;-91;0.0000
Gansu;China;35.7518;104.286;2020/01/31;29;0;0;29;Western Pacific;-91;0.0000
Guangdong;China;23.3417;113.424;2020/01/31;436;0;11;425;Western Pacific;407;0.0000
Guangxi;China;23.8298;108.788;2020/01/31;87;0;2;85;Western Pacific;-349;0.0000
Guizhou;China;26.8154;106.875;2020/01/31;29;0;2;27;Western Pacific;-58;0.0000
Hainan;China;19.1959;109.745;2020/01/31;52;1;1;50;Western Pacific;23;0.0192
Hebei;China;39.549;116.131;2020/01/31;82;1;0;81;Western Pacific;30;0.0122
Heilongjiang;China;47.862;127.761;2020/01/31;59;2;0;57;Western Pacific;-23;0.0339
Henan;China;37.8957;114.904;2020/01/31;352;2;0;350;Western Pacific;293;0.0057
Hong Kong;China;22.3;114.2;2020/01/31;12;0;0;12;Western Pacific;-340;0.0000
Hunan;China;27.6104;111.709;2020/01/31;332;0;2;330;Western Pacific;320;0.0000
Inner Mongolia;China;44.0935;113.945;2020/01/31;20;0;1;19;Western Pacific;-312;0.0000
Jiangsu;China;32.9711;119.455;2020/01/31;168;0;5;163;Western Pacific;148;0.0000
Jiangxi;China;27.614;115.722;2020/01/31;240;0;7;233;Western Pacific;72;0.0000
Jilin;China;43.6661;126.192;2020/01/31;14;0;1;13;Western Pacific;-226;0.0000
Liaoning;China;41.2956;122.608;2020/01/31;48;0;1;47;Western Pacific;34;0.0000
Macau;China;22.1667;113.55;2020/01/31;7;0;0;7;Western Pacific;-41;0.0000
Ningxia;China;37.2692;106.165;2020/01/31;21;0;0;21;Western Pacific;14;0.0000
Qinghai;China;35.7452;95.9956;2020/01/31;8;0;0;8;Western Pacific;-13;0.0000
Shaanxi;China;35.1917;108.87;2020/01/31;87;0;0;87;Western Pacific;79;0.0000
Shandong;China;36.3427;118.15;2020/01/31;184;0;2;182;Western Pacific;97;0.0000
Shanghai;China;31.202;121.449;2020/01/31;135;1;9;125;Western Pacific;-49;0.0074
Shanxi;China;37.5777;112.292;2020/01/31;39;0;1;38;Western Pacific;-96;0.0000
Sichuan;China;30.6171;102.71;2020/01/31;177;1;1;175;Western Pacific;138;0.0056
Tianjin;China;39.3054;117.323;2020/01/31;32;0;0;32;Western Pacific;-145;0.0000
Tibet;China;31.6927;88.0924;2020/01/31;1;0;0;1;Western Pacific;-31;0.0000
Xinjiang;China;41.1129;85.2401;2020/01/31;17;0;0;17;Western Pacific;16;0.0000
Yunnan;China;24.974;101.487;2020/01/31;83;0;1;82;Western Pacific;66;0.0000
Zhejiang;China;29.1832;120.093;2020/01/31;538;0;14;524;Western Pacific;455;0.0000
Hunan;China;27.6104;111.709;2020/02/01;389;0;8;381;Western Pacific;-149;0.0000
Jilin;China;43.6661;126.192;2020/02/01;17;0;1;16;Western Pacific;-372;0.0000
Jiangxi;China;27.614;115.722;2020/02/01;286;0;9;277;Western Pacific;269;0.0000
Shaanxi;China;35.1917;108.87;2020/02/01;101;0;0;101;Western Pacific;-185;0.0000
Ningxia;China;37.2692;106.165;2020/02/01;26;0;0;26;Western Pacific;-75;0.0000
Macau;China;22.1667;113.55;2020/02/01;7;0;0;7;Western Pacific;-19;0.0000
Liaoning;China;41.2956;122.608;2020/02/01;64;0;1;63;Western Pacific;57;0.0000
Qinghai;China;35.7452;95.9956;2020/02/01;9;0;0;9;Western Pacific;-55;0.0000
Guangdong;China;23.3417;113.424;2020/02/01;535;0;14;521;Western Pacific;526;0.0000
Hubei;China;30.9756;112.271;2020/02/01;7153;249;168;6736;Western Pacific;6618;0.0348
Hong Kong;China;22.3;114.2;2020/02/01;13;0;0;13;Western Pacific;-7140;0.0000
Shandong;China;36.3427;118.15;2020/02/01;206;0;3;203;Western Pacific;193;0.0000
Shanghai;China;31.202;121.449;2020/02/01;169;1;10;158;Western Pacific;-37;0.0059
Shanxi;China;37.5777;112.292;2020/02/01;47;0;1;46;Western Pacific;-122;0.0000
Henan;China;37.8957;114.904;2020/02/01;422;2;0;420;Western Pacific;375;0.0047
Sichuan;China;30.6171;102.71;2020/02/01;207;1;3;203;Western Pacific;-215;0.0048
Tianjin;China;39.3054;117.323;2020/02/01;41;0;0;41;Western Pacific;-166;0.0000
Tibet;China;31.6927;88.0924;2020/02/01;1;0;0;1;Western Pacific;-40;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/01;18;0;0;18;Western Pacific;17;0.0000
Yunnan;China;24.974;101.487;2020/02/01;93;0;2;91;Western Pacific;75;0.0000
Anhui;China;31.8257;117.226;2020/02/01;297;0;5;292;Western Pacific;204;0.0000
Beijing;China;40.1824;116.414;2020/02/01;168;1;9;158;Western Pacific;-129;0.0060
Chongqing;China;30.0572;107.874;2020/02/01;247;1;3;243;Western Pacific;79;0.0040
Fujian;China;26.0789;117.987;2020/02/01;144;0;0;144;Western Pacific;-103;0.0000
Gansu;China;35.7518;104.286;2020/02/01;40;0;0;40;Western Pacific;-104;0.0000
Guangxi;China;23.8298;108.788;2020/02/01;100;0;2;98;Western Pacific;60;0.0000
Guizhou;China;26.8154;106.875;2020/02/01;29;0;2;27;Western Pacific;-71;0.0000
Hainan;China;19.1959;109.745;2020/02/01;62;1;1;60;Western Pacific;33;0.0161
Hebei;China;39.549;116.131;2020/02/01;96;1;0;95;Western Pacific;34;0.0104
Heilongjiang;China;47.862;127.761;2020/02/01;80;2;2;76;Western Pacific;-16;0.0250
Jiangsu;China;32.9711;119.455;2020/02/01;202;0;6;196;Western Pacific;122;0.0000
Inner Mongolia;China;44.0935;113.945;2020/02/01;23;0;1;22;Western Pacific;-179;0.0000
Zhejiang;China;29.1832;120.093;2020/02/01;599;0;21;578;Western Pacific;576;0.0000
Shandong;China;36.3427;118.15;2020/02/01;206;0;3;203;Western Pacific;-393;0.0000
Shanghai;China;31.202;121.449;2020/02/01;169;1;10;158;Western Pacific;-37;0.0059
Shanxi;China;37.5777;112.292;2020/02/01;47;0;1;46;Western Pacific;-122;0.0000
Sichuan;China;30.6171;102.71;2020/02/01;207;1;3;203;Western Pacific;160;0.0048
Tianjin;China;39.3054;117.323;2020/02/01;41;0;0;41;Western Pacific;-166;0.0000
Tibet;China;31.6927;88.0924;2020/02/01;1;0;0;1;Western Pacific;-40;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/01;18;0;0;18;Western Pacific;17;0.0000
Yunnan;China;24.974;101.487;2020/02/01;93;0;2;91;Western Pacific;75;0.0000
Zhejiang;China;29.1832;120.093;2020/02/01;599;0;21;578;Western Pacific;506;0.0000
Ningxia;China;37.2692;106.165;2020/02/01;26;0;0;26;Western Pacific;-573;0.0000
Anhui;China;31.8257;117.226;2020/02/01;297;0;5;292;Western Pacific;271;0.0000
Beijing;China;40.1824;116.414;2020/02/01;168;1;9;158;Western Pacific;-129;0.0060
Chongqing;China;30.0572;107.874;2020/02/01;247;1;3;243;Western Pacific;79;0.0040
Fujian;China;26.0789;117.987;2020/02/01;144;0;0;144;Western Pacific;-103;0.0000
Gansu;China;35.7518;104.286;2020/02/01;40;0;0;40;Western Pacific;-104;0.0000
Guangdong;China;23.3417;113.424;2020/02/01;535;0;14;521;Western Pacific;495;0.0000
Guangxi;China;23.8298;108.788;2020/02/01;100;0;2;98;Western Pacific;-435;0.0000
Guizhou;China;26.8154;106.875;2020/02/01;29;0;2;27;Western Pacific;-71;0.0000
Hainan;China;19.1959;109.745;2020/02/01;62;1;1;60;Western Pacific;33;0.0161
Hebei;China;39.549;116.131;2020/02/01;96;1;0;95;Western Pacific;34;0.0104
Heilongjiang;China;47.862;127.761;2020/02/01;80;2;2;76;Western Pacific;-16;0.0250
Henan;China;37.8957;114.904;2020/02/01;422;2;0;420;Western Pacific;342;0.0047
Hong Kong;China;22.3;114.2;2020/02/01;13;0;0;13;Western Pacific;-409;0.0000
Hubei;China;30.9756;112.271;2020/02/01;7153;249;168;6736;Western Pacific;7140;0.0348
Hunan;China;27.6104;111.709;2020/02/01;389;0;8;381;Western Pacific;-6764;0.0000
Inner Mongolia;China;44.0935;113.945;2020/02/01;23;0;1;22;Western Pacific;-366;0.0000
Jiangsu;China;32.9711;119.455;2020/02/01;202;0;6;196;Western Pacific;179;0.0000
Jiangxi;China;27.614;115.722;2020/02/01;286;0;9;277;Western Pacific;84;0.0000
Jilin;China;43.6661;126.192;2020/02/01;17;0;1;16;Western Pacific;-269;0.0000
Liaoning;China;41.2956;122.608;2020/02/01;64;0;1;63;Western Pacific;47;0.0000
Macau;China;22.1667;113.55;2020/02/01;7;0;0;7;Western Pacific;-57;0.0000
Qinghai;China;35.7452;95.9956;2020/02/01;9;0;0;9;Western Pacific;2;0.0000
Shaanxi;China;35.1917;108.87;2020/02/01;101;0;0;101;Western Pacific;92;0.0000
Henan;China;37.8957;114.904;2020/02/02;493;2;0;491;Western Pacific;392;0.0041
Yunnan;China;24.974;101.487;2020/02/02;105;0;3;102;Western Pacific;-388;0.0000
Hong Kong;China;22.3;114.2;2020/02/02;15;0;0;15;Western Pacific;-90;0.0000
Hubei;China;30.9756;112.271;2020/02/02;11177;350;295;10532;Western Pacific;11162;0.0313
Hunan;China;27.6104;111.709;2020/02/02;463;0;16;447;Western Pacific;-10714;0.0000
Inner Mongolia;China;44.0935;113.945;2020/02/02;27;0;1;26;Western Pacific;-436;0.0000
Jiangsu;China;32.9711;119.455;2020/02/02;236;0;7;229;Western Pacific;209;0.0000
Jiangxi;China;27.614;115.722;2020/02/02;333;0;12;321;Western Pacific;97;0.0000
Jilin;China;43.6661;126.192;2020/02/02;23;0;1;22;Western Pacific;-310;0.0000
Liaoning;China;41.2956;122.608;2020/02/02;70;0;1;69;Western Pacific;47;0.0000
Macau;China;22.1667;113.55;2020/02/02;8;0;0;8;Western Pacific;-62;0.0000
Ningxia;China;37.2692;106.165;2020/02/02;28;0;0;28;Western Pacific;20;0.0000
Chongqing;China;30.0572;107.874;2020/02/02;300;2;7;291;Western Pacific;272;0.0067
Qinghai;China;35.7452;95.9956;2020/02/02;11;0;0;11;Western Pacific;-289;0.0000
Shaanxi;China;35.1917;108.87;2020/02/02;116;0;0;116;Western Pacific;105;0.0000
Shandong;China;36.3427;118.15;2020/02/02;230;0;6;224;Western Pacific;114;0.0000
Shanghai;China;31.202;121.449;2020/02/02;182;1;10;171;Western Pacific;-48;0.0055
Zhejiang;China;29.1832;120.093;2020/02/02;661;0;32;629;Western Pacific;479;0.0000
Shanxi;China;37.5777;112.292;2020/02/02;66;0;3;63;Western Pacific;-595;0.0000
Sichuan;China;30.6171;102.71;2020/02/02;231;1;11;219;Western Pacific;165;0.0043
Tianjin;China;39.3054;117.323;2020/02/02;48;0;1;47;Western Pacific;-183;0.0000
Tibet;China;31.6927;88.0924;2020/02/02;1;0;0;1;Western Pacific;-47;0.0000
Anhui;China;31.8257;117.226;2020/02/02;340;0;7;333;Western Pacific;339;0.0000
Beijing;China;40.1824;116.414;2020/02/02;191;1;9;181;Western Pacific;-149;0.0052
Xinjiang;China;41.1129;85.2401;2020/02/02;21;0;0;21;Western Pacific;-170;0.0000
Fujian;China;26.0789;117.987;2020/02/02;159;0;0;159;Western Pacific;138;0.0000
Gansu;China;35.7518;104.286;2020/02/02;51;0;3;48;Western Pacific;-108;0.0000
Guangdong;China;23.3417;113.424;2020/02/02;632;0;15;617;Western Pacific;581;0.0000
Guangxi;China;23.8298;108.788;2020/02/02;111;0;2;109;Western Pacific;-521;0.0000
Guizhou;China;26.8154;106.875;2020/02/02;38;0;2;36;Western Pacific;-73;0.0000
Hainan;China;19.1959;109.745;2020/02/02;64;1;4;59;Western Pacific;26;0.0156
Hebei;China;39.549;116.131;2020/02/02;104;1;0;103;Western Pacific;40;0.0096
Heilongjiang;China;47.862;127.761;2020/02/02;95;2;2;91;Western Pacific;-9;0.0211
Macau;China;22.1667;113.55;2020/02/02;8;0;0;8;Western Pacific;-87;0.0000
Liaoning;China;41.2956;122.608;2020/02/02;70;0;1;69;Western Pacific;62;0.0000
Jilin;China;43.6661;126.192;2020/02/02;23;0;1;22;Western Pacific;-47;0.0000
Jiangxi;China;27.614;115.722;2020/02/02;333;0;12;321;Western Pacific;310;0.0000
Guizhou;China;26.8154;106.875;2020/02/02;38;0;2;36;Western Pacific;-295;0.0000
Guangxi;China;23.8298;108.788;2020/02/02;111;0;2;109;Western Pacific;73;0.0000
Guangdong;China;23.3417;113.424;2020/02/02;632;0;15;617;Western Pacific;521;0.0000
Gansu;China;35.7518;104.286;2020/02/02;51;0;3;48;Western Pacific;-581;0.0000
Fujian;China;26.0789;117.987;2020/02/02;159;0;0;159;Western Pacific;108;0.0000
Heilongjiang;China;47.862;127.761;2020/02/02;95;2;2;91;Western Pacific;-64;0.0211
Chongqing;China;30.0572;107.874;2020/02/02;300;2;7;291;Western Pacific;205;0.0067
Beijing;China;40.1824;116.414;2020/02/02;191;1;9;181;Western Pacific;-109;0.0052
Hunan;China;27.6104;111.709;2020/02/02;463;0;16;447;Western Pacific;272;0.0000
Anhui;China;31.8257;117.226;2020/02/02;340;0;7;333;Western Pacific;-123;0.0000
Jiangsu;China;32.9711;119.455;2020/02/02;236;0;7;229;Western Pacific;-104;0.0000
Inner Mongolia;China;44.0935;113.945;2020/02/02;27;0;1;26;Western Pacific;-209;0.0000
Qinghai;China;35.7452;95.9956;2020/02/02;11;0;0;11;Western Pacific;-16;0.0000
Shandong;China;36.3427;118.15;2020/02/02;230;0;6;224;Western Pacific;219;0.0000
Hainan;China;19.1959;109.745;2020/02/02;64;1;4;59;Western Pacific;-166;0.0156
Shanghai;China;31.202;121.449;2020/02/02;182;1;10;171;Western Pacific;118;0.0055
Shanxi;China;37.5777;112.292;2020/02/02;66;0;3;63;Western Pacific;-116;0.0000
Sichuan;China;30.6171;102.71;2020/02/02;231;1;11;219;Western Pacific;165;0.0043
Tianjin;China;39.3054;117.323;2020/02/02;48;0;1;47;Western Pacific;-183;0.0000
Tibet;China;31.6927;88.0924;2020/02/02;1;0;0;1;Western Pacific;-47;0.0000
Hubei;China;30.9756;112.271;2020/02/02;11177;350;295;10532;Western Pacific;11176;0.0313
Xinjiang;China;41.1129;85.2401;2020/02/02;21;0;0;21;Western Pacific;-11156;0.0000
Hebei;China;39.549;116.131;2020/02/02;104;1;0;103;Western Pacific;83;0.0096
Yunnan;China;24.974;101.487;2020/02/02;105;0;3;102;Western Pacific;1;0.0000
Zhejiang;China;29.1832;120.093;2020/02/02;661;0;32;629;Western Pacific;556;0.0000
Ningxia;China;37.2692;106.165;2020/02/02;28;0;0;28;Western Pacific;-633;0.0000
Shaanxi;China;35.1917;108.87;2020/02/02;116;0;0;116;Western Pacific;88;0.0000
Hong Kong;China;22.3;114.2;2020/02/02;15;0;0;15;Western Pacific;-101;0.0000
Henan;China;37.8957;114.904;2020/02/02;493;2;0;491;Western Pacific;478;0.0041
Hebei;China;39.549;116.131;2020/02/03;113;1;0;112;Western Pacific;-380;0.0088
Hainan;China;19.1959;109.745;2020/02/03;72;1;4;67;Western Pacific;-41;0.0139
Guizhou;China;26.8154;106.875;2020/02/03;46;0;2;44;Western Pacific;-26;0.0000
Guangxi;China;23.8298;108.788;2020/02/03;127;0;7;120;Western Pacific;81;0.0000
Guangdong;China;23.3417;113.424;2020/02/03;725;0;21;704;Western Pacific;598;0.0000
